Number|Unit|Chinese|Pinyin|Part of Speech|English|Chinese Example|Example Pinyin|English Translation
1543|Unit 26|过早|guò zǎo|adj.|premature|过早决定；过早结婚|guò zǎo juédìng; guò zǎo jiéhūn|decide too early; marry too early
1544|Unit 26|海岸|hǎi'àn|n.|coast|海岸线；沿着海岸|hǎi'ànxiàn; yán zhe hǎi'àn|coastline; along the coast
1545|Unit 26|海拔|hǎibá|n.|altitude|海拔8848.86米；高海拔地区|hǎibá 8848.86 mǐ; gāo hǎibá dìqū|8848.86 meters above sea level; high-altitude area
1546|Unit 26|海滨|hǎibīn|n.|seaside|海滨城市；海滨公园|hǎibīn chéngshì; hǎibīn gōngyuán|seaside city; seaside park
1547|Unit 26|海盗|hǎidào|n.|pirate|海盗船；打击海盗活动|hǎidào chuán; dǎjī hǎidào huódòng|pirate ship; crack down on pirate activity
1548|Unit 26|海量|hǎiliàng|n.|magnanimity; great capacity for alcoholic drinks|望您海量包涵；喝酒海量|wàng nín hǎiliàng bāohán; hējiǔ hǎiliàng|hope you will generously forgive me; have a great capacity for alcohol
1549|Unit 26|海绵|hǎimián|n.|sponge|一块海绵；海绵城市|yí kuài hǎimián; hǎimián chéngshì|a piece of sponge; sponge city
1550|Unit 26|海面|hǎimiàn|n.|sea surface|海面上；平静的海面|hǎimiàn shàng; píngjìng de hǎimiàn|on the sea surface; calm sea surface
1551|Unit 26|海内外|hǎi nèiwài|phrase|all the world|海内外友人|hǎi nèiwài yǒurén|friends at home and abroad
1552|Unit 26|海滩|hǎitān|n.|beach|在海滩上游玩|zài hǎitān shàng yóuwán|play on the beach
1553|Unit 26|海峡|hǎixiá|n.|strait|海峡两岸；形成海峡|hǎixiá liǎng'àn; xíngchéng hǎixiá|both sides of the strait; form a strait
1554|Unit 26|海啸|hǎixiào|n.|tsunami|发生海啸；一场海啸|fāshēng hǎixiào; yì chǎng hǎixiào|a tsunami occurs; a tsunami
1555|Unit 26|海域|hǎiyù|n.|sea area|广阔的海域；安全海域|guǎngkuò de hǎiyù; ānquán hǎiyù|vast sea area; safe sea area
1556|Unit 26|海运|hǎiyùn|v.|ship by sea|海运业务；海运条件便利|hǎiyùn yèwù; hǎiyùn tiáojiàn biànlì|sea-shipping business; convenient shipping conditions
1557|Unit 26|海藻|hǎizǎo|n.|seaweed|这种海龟以各种海藻为食。|zhè zhǒng hǎiguī yǐ gè zhǒng hǎizǎo wéi shí.|This kind of sea turtle feeds on various kinds of seaweed.
1558|Unit 26|骇人听闻|hàiréntīngwén|adj.|appalling|骇人听闻的暴力事件|hàiréntīngwén de bàolì shìjiàn|appalling violent incident
1559|Unit 26|害虫|hàichóng|n.|pest|消灭害虫；农业害虫|xiāomiè hàichóng; nóngyè hàichóng|eliminate pests; agricultural pests
1560|Unit 26|害臊|hài//sào|v.|feel ashamed|有些害臊；替他害臊|yǒuxiē hàisào; tì tā hàisào|feel somewhat embarrassed; feel embarrassed for him
