Number|Unit|Chinese|Pinyin|Part of Speech|English|Chinese Example|Example Pinyin|English Translation
3564|Unit 60|上场|shàng//chǎng|v.|enter the court|运动员上场；该你上场了|yùndòngyuán shàngchǎng; gāi nǐ shàngchǎng le|the athlete enters the court; it is your turn to go on
3565|Unit 60|上方|shàngfāng|n.|upper position|书架上方；大楼上方|shūjià shàngfāng; dàlóu shàngfāng|above the bookshelf; above the building
3566|Unit 60|上岗|shàng//gǎng|v.|take up a job|竞争上岗；正式上岗|jìngzhēng shànggǎng; zhèngshì shànggǎng|compete for a post; formally take up a post
3567|Unit 60|上火|shàng//huǒ|v.|suffer from excessive internal heat; get angry|容易上火；着急上火|róngyì shànghuǒ; zháojí shànghuǒ|easily suffer from internal heat; become upset and inflamed
3568|Unit 60|上空|shàngkōng|n.|sky|广场上空；城市上空|guǎngchǎng shàngkōng; chéngshì shàngkōng|the sky above the square; the sky above the city
3569|Unit 60|上流|shàngliú|n.|upper reaches (of a river); upper class|黄河上流；上流社会|Huáng Hé shàngliú; shàngliú shèhuì|the upper reaches of the Yellow River; upper-class society
3570|Unit 60|上期|shàng qī|n.|previous period|上期节目；上期杂志|shàng qī jiémù; shàng qī zázhì|the previous program; the previous issue of a magazine
3571|Unit 60|上任|shàng//rèn|v.|take up an official post|新市长上任；新上任的领导|xīn shìzhǎng shàngrèn; xīn shàngrèn de lǐngdǎo|the new mayor takes office; a newly appointed leader
3572|Unit 60|上述|shàngshù|adj.|above-mentioned|上述原因；上述道理|shàngshù yuányīn; shàngshù dàolǐ|the above-mentioned reasons; the above-mentioned reasoning
3573|Unit 60|上司|shàngsi|n.|superior|上司的命令；顶头上司|shàngsi de mìnglìng; dǐngtóu shàngsi|a superior's order; immediate superior
3574|Unit 60|上诉|shàngsù|v.|appeal|有权上诉；向上级法院提起上诉|yǒu quán shàngsù; xiàng shàngjí fǎyuàn tíqǐ shàngsù|have the right to appeal; lodge an appeal with a higher court
3575|Unit 60|上调|shàngtiáo|v.|raise|价格上调；利率上调|jiàgé shàngtiáo; lìlǜ shàngtiáo|raise prices; raise interest rates
3576|Unit 60|上头|shàngtou|n.|place above; superior|柜子上头；上头的指示|guìzi shàngtou; shàngtou de zhǐshì|on top of the cabinet; instructions from above
3577|Unit 60|上限|shàngxiàn|n.|upper limit|电梯载重上限；上限人数；超过安全上限|diàntī zàizhòng shàngxiàn; shàngxiàn rénshù; chāoguò ānquán shàngxiàn|elevator load limit; maximum number of people; exceed the safety limit
3578|Unit 60|上旬|shàngxún|n.|first ten-day period of a month|十月上旬；每月上旬|shíyuè shàngxún; měi yuè shàngxún|the first ten days of October; the first ten days of each month
3579|Unit 60|上瘾|shàng//yǐn|v.|be addicted|让人上瘾；抽烟上瘾|ràng rén shàngyǐn; chōuyān shàngyǐn|be addictive; be addicted to smoking
3580|Unit 60|上映|shàngyìng|v.|show (a film)|电影上映；上映日期|diànyǐng shàngyìng; shàngyìng rìqī|a film is released; release date
3581|Unit 60|上游|shàngyóu|n.|upper reaches (of a river); advanced position|长江上游；河流上游；力争上游|Cháng Jiāng shàngyóu; héliú shàngyóu; lìzhēng shàngyóu|the upper reaches of the Yangtze River; the upper reaches of a river; strive for the top
3582|Unit 60|尚|shàng|adv./conj.|still; even|时间尚早；孩子尚小；小孩儿尚能做到这一点，何况大人呢？|shíjiān shàng zǎo; háizi shàng xiǎo; xiǎoháir shàng néng zuòdào zhè yì diǎn, hékuàng dàrén ne?|it is still early; the child is still young; even a child can do this, let alone an adult
3583|Unit 60|尚未|shàngwèi|adv.|not yet|尚未决定；尚未解决|shàngwèi juédìng; shàngwèi jiějué|not yet decided; not yet resolved
3584|Unit 60|捎|shāo|v.|take/bring sth. (by the way)|捎东西；捎信|shāo dōngxi; shāo xìn|bring something along; take a message
3585|Unit 60|烧毁|shāohuǐ|v.|burn up|烧毁森林；烧毁房屋；全部烧毁|shāohuǐ sēnlín; shāohuǐ fángwū; quánbù shāohuǐ|burn down a forest; burn down a house; burn everything down
3586|Unit 60|烧烤|shāokǎo|n.|barbecue|烧烤店；吃烧烤|shāokǎo diàn; chī shāokǎo|barbecue restaurant; eat barbecue
3587|Unit 60|稍后|shāohòu|adv.|later|稍后再谈；稍后见|shāohòu zài tán; shāohòu jiàn|talk later; see you later
3588|Unit 60|稍候|shāohòu|v.|wait a moment|稍候片刻；请稍候|shāohòu piànkè; qǐng shāohòu|wait a moment; please wait
3589|Unit 60|稍稍|shāoshao|adv.|a little bit|稍稍有点儿不同；稍稍晚一点儿；稍稍等一会儿|shāoshao yǒudiǎnr bùtóng; shāoshao wǎn yìdiǎnr; shāoshao děng yíhuìr|slightly different; a little later; wait a little while
3590|Unit 60|少不了|shǎobuliǎo|v.|cannot do without|少不了埋怨；少不了礼物；钱肯定少不了|shǎobuliǎo mányuàn; shǎobuliǎo lǐwù; qián kěndìng shǎobuliǎo|complaints are inevitable; gifts are indispensable; there will certainly be no shortage of money
3591|Unit 60|少见|shǎojiàn|v./adj.|rarely seen; rare|最近少见，您身体还好？；少见的好作品；少见的天才|zuìjìn shǎojiàn, nín shēntǐ hái hǎo?; shǎojiàn de hǎo zuòpǐn; shǎojiàn de tiāncái|I have not seen you lately; are you well?; a rarely seen fine work; a rare genius
3592|Unit 60|少量|shǎoliàng|adj.|a small amount of|少量盐；少量酒|shǎoliàng yán; shǎoliàng jiǔ|a small amount of salt; a small amount of alcohol
3593|Unit 60|少有|shǎoyǒu|adv.|seldom|天下少有；少有的事|tiānxià shǎoyǒu; shǎoyǒu de shì|rare in the world; a rare occurrence
3594|Unit 60|少林寺|Shàolín Sì|n.|Shaolin Temple|少林寺的僧人；参观少林寺|Shàolín Sì de sēngrén; cānguān Shàolín Sì|a monk from Shaolin Temple; visit Shaolin Temple
3595|Unit 60|少女|shàonǚ|n.|young girl|美丽的少女|měilì de shàonǚ|a beautiful young girl
3596|Unit 60|奢侈|shēchǐ|adj.|luxurious|极度奢侈；奢侈的生活|jídù shēchǐ; shēchǐ de shēnghuó|extremely luxurious; a luxurious lifestyle
3597|Unit 60|奢望|shēwàng|v./n.|attach extravagant hope to; extravagant hopes|奢望回报；不敢奢望；一种奢望；存有奢望|shēwàng huíbào; bù gǎn shēwàng; yì zhǒng shēwàng; cúnyǒu shēwàng|hope extravagantly for a reward; dare not hope for it; an extravagant hope; harbor an extravagant hope
3598|Unit 60|设|shè|v.|set up|设办事处；设闹钟|shè bànshìchù; shè nàozhōng|set up an office; set an alarm clock
3599|Unit 60|设定|shèdìng|v.|set|设定目标；设定时间|shèdìng mùbiāo; shèdìng shíjiān|set a goal; set a time
3600|Unit 60|设法|shèfǎ|v.|think of a way|设法解决；设法帮助|shèfǎ jiějué; shèfǎ bāngzhù|find a way to resolve it; find a way to help
