Number|Unit|Chinese|Pinyin|Part of Speech|English|Chinese Example|Example Pinyin|English Translation
2192|37|惊险|jīngxiǎn|adj.|thrilling; breathtaking|惊险的表演；惊险的一幕；动作惊险|jīngxiǎn de biǎoyǎn; jīngxiǎn de yí mù; dòngzuò jīngxiǎn|a thrilling performance; a thrilling scene; the action is thrilling
2193|37|惊心动魄|jīngxīn-dòngpò|adj.|soul-stirring|惊心动魄的经历；让人觉得惊心动魄|jīngxīn-dòngpò de jīnglì; ràng rén juéde jīngxīn-dòngpò|a soul-stirring experience; to make people feel deeply shaken
2194|37|惊醒|jīngxǐng|v.|wake up with a start|惊醒过来；从梦中惊醒|jīngxǐng guòlái; cóng mèng zhōng jīngxǐng|to wake up with a start; to wake from a dream with a start
2195|37|惊讶|jīngyà|adj.|astonished|惊讶的表情；惊讶地发现；令人惊讶|jīngyà de biǎoqíng; jīngyà de fāxiàn; lìng rén jīngyà|an astonished expression; to discover in surprise; surprising
2196|37|晶莹|jīngyíng|adj.|glittering and translucent|晶莹的冰雪；晶莹的泪水|jīngyíng de bīngxuě; jīngyíng de lèishuǐ|glittering ice and snow; glistening tears
2197|37|兢兢业业|jīngjīngyèyè|adj.|conscientious and careful|兢兢业业的态度；对待工作兢兢业业|jīngjīngyèyè de tàidu; duìdài gōngzuò jīngjīngyèyè|a conscientious attitude; to approach work conscientiously
2198|37|精打细算|jīngdǎ-xìsuàn|v.|calculate carefully and budget strictly|精打细算的生活；买东西精打细算|jīngdǎ-xìsuàn de shēnghuó; mǎi dōngxi jīngdǎ-xìsuàn|a carefully budgeted life; to be careful and calculating when buying things
2199|37|精华|jīnghuá|n.|essence|吸收精华；文化的精华|xīshōu jīnghuá; wénhuà de jīnghuá|to absorb the essence; the essence of culture
2200|37|精简|jīngjiǎn|v.|simplify|精简机构；精简文章内容|jīngjiǎn jīgòu; jīngjiǎn wénzhāng nèiróng|to streamline an organization; to simplify the content of an article
2201|37|精练|jīngliàn|adj.|succinct|语言精练；精练的表达；精练地概括了全文的内容|yǔyán jīngliàn; jīngliàn de biǎodá; jīngliàn de gàikuò le quánwén de nèiróng|succinct language; concise expression; to concisely summarize the content of the whole text
2202|37|精妙|jīngmiào|adj.|exquisite and ingenious|制作精妙；精妙的见解；精妙地处理；写得精妙|zhìzuò jīngmiào; jīngmiào de jiànjiě; jīngmiào de chǔlǐ; xiě de jīngmiào|exquisitely made; an ingenious insight; to handle ingeniously; written exquisitely
2203|37|精明|jīngmíng|adj.|shrewd|精明的商人；精明的策略；长得精明|jīngmíng de shāngrén; jīngmíng de cèlüè; zhǎng de jīngmíng|a shrewd merchant; a shrewd strategy; to look sharp and capable
2204|37|精疲力竭|jīngpí-lìjié|adj.|exhausted|忙了一天，他拖着精疲力竭的身体回了家。|máng le yì tiān, tā tuōzhe jīngpí-lìjié de shēntǐ huí le jiā.|After a busy day, he dragged his exhausted body home.
2205|37|精确|jīngquè|adj.|accurate; precise|精确的计算结果；精确预测；算得精确|jīngquè de jìsuàn jiéguǒ; jīngquè yùcè; suàn de jīngquè|precise calculation results; accurate prediction; calculated accurately
2206|37|精神病|jīngshénbìng|n.|mental disease|精神病院；得了精神病|jīngshénbìngyuàn; dé le jīngshénbìng|psychiatric hospital; to have a mental illness
2207|37|精髓|jīngsuǐ|n.|quintessence|文化的精髓；吸收思想精髓|wénhuà de jīngsuǐ; xīshōu sīxiǎng jīngsuǐ|the essence of culture; to absorb the essence of an ideology
2208|37|精通|jīngtōng|v.|have mastered; be proficient in|精通经济学；精通多种语言；样样精通|jīngtōng jīngjìxué; jīngtōng duō zhǒng yǔyán; yàng yàng jīngtōng|to be proficient in economics; to be proficient in many languages; skilled in everything
2209|37|精细|jīngxì|adj.|meticulous; fine|做工精细；精细的食物|zuògōng jīngxì; jīngxì de shíwù|fine workmanship; finely prepared food
2210|37|精心|jīngxīn|adj.|elaborate|精心指导；精心安排；精心设计|jīngxīn zhǐdǎo; jīngxīn ānpái; jīngxīn shèjì|to guide carefully; to arrange carefully; to design with great care
2211|37|精益求精|jīngyìqiújīng|phrase|constantly strive for perfection|对工作精益求精；精益求精的态度|duì gōngzuò jīngyìqiújīng; jīngyìqiújīng de tàidu|to strive for perfection in work; an attitude of constantly striving for perfection
2212|37|精英|jīngyīng|n.|elite|国家的精英；法律精英|guójiā de jīngyīng; fǎlǜ jīngyīng|the nation's elite; legal elite
2213|37|精致|jīngzhì|adj.|exquisite|精致的工艺品；包装精致；活得精致|jīngzhì de gōngyìpǐn; bāozhuāng jīngzhì; huó de jīngzhì|exquisite handicrafts; exquisitely packaged; to live exquisitely
2214|37|颈部|jǐngbù|n.|neck|颈部疼痛；按摩颈部|jǐngbù téngtòng; ànmó jǐngbù|neck pain; to massage the neck
2215|37|景观|jǐngguān|n.|landscape|美丽的景观；自然景观|měilì de jǐngguān; zìrán jǐngguān|beautiful landscape; natural landscape
2216|37|景区|jǐngqū|n.|scenic area or spot|旅游景区；景区大门|lǚyóu jǐngqū; jǐngqū dàmén|tourist scenic area; entrance gate of a scenic area
2217|37|警车|jǐngchē|n.|police car|一辆警车；驾驶警车|yí liàng jǐngchē; jiàshǐ jǐngchē|a police car; to drive a police car
2218|37|警官|jǐngguān|n.|police officer|女警官；他在湖北警官学院工作|nǚ jǐngguān; tā zài Húběi Jǐngguān Xuéyuàn gōngzuò|female police officer; he works at Hubei University of Police
2219|37|警惕|jǐngtì|v.|be on guard; be on the alert|保持警惕；提高警惕；警惕药物的副作用|bǎochí jǐngtì; tígāo jǐngtì; jǐngtì yàowù de fùzuòyòng|to stay alert; to heighten vigilance; to be alert to the side effects of medicine
2220|37|警钟|jǐngzhōng|n.|alarm bell|敲响警钟；警钟长鸣|qiāoxiǎng jǐngzhōng; jǐngzhōng chángmíng|to sound the alarm bell; alarm bells keep ringing
