Number|Unit|Chinese|Pinyin|Part of Speech|English|Chinese Example|Example Pinyin|English Translation
1470|Unit 25|管子|guǎnzi|n.|pipe|一根管子；自来水管子|yì gēn guǎnzi; zìláishuǐ guǎnzi|a pipe; water pipe
1471|Unit 25|贯彻|guànchè|v.|carry out|贯彻到底；贯彻教育方针|guànchè dàodǐ; guànchè jiàoyù fāngzhēn|carry through to the end; carry out the education policy
1472|Unit 25|贯穿|guànchuān|v.|permeate; penetrate|贯穿始终；这条公路贯穿整个国家|guànchuān shǐzhōng; zhè tiáo gōnglù guànchuān zhěnggè guójiā|run through from beginning to end; this highway runs through the whole country
1473|Unit 25|贯通|guàntōng|v.|link up|上下贯通；贯通东西|shàngxià guàntōng; guàntōng dōngxī|connect top and bottom; connect east and west
1474|Unit 25|惯|guàn|v.|be used to; spoil|喝不惯；惯孩子|hē bú guàn; guàn háizi|not used to drinking it; spoil a child
1475|Unit 25|惯例|guànlì|n.|convention|国际惯例；打破惯例|guójì guànlì; dǎpò guànlì|international convention; break with convention
1476|Unit 25|惯性|guànxìng|n.|inertia|惯性作用；依靠惯性|guànxìng zuòyòng; yīkào guànxìng|the effect of inertia; rely on inertia
1477|Unit 25|灌|guàn|v.|irrigate; pour; fill; force to drink|引水灌田；灌了一瓶热水；被朋友灌醉了|yǐn shuǐ guàn tián; guàn le yì píng rèshuǐ; bèi péngyou guàn zuì le|divert water to irrigate fields; filled a bottle with hot water; was made drunk by friends
1478|Unit 25|灌溉|guàngài|v.|irrigate|灌溉耕地；灌溉技术|guàngài gēngdì; guàngài jìshù|irrigate farmland; irrigation technology
1479|Unit 25|灌输|guànshū|v.|instill into; inculcate|灌输知识；灌输爱国思想|guànshū zhīshi; guànshū àiguó sīxiǎng|instill knowledge; instill patriotic ideas
1480|Unit 25|罐|guàn|n.|pot|茶叶罐；糖罐|cháyè guàn; táng guàn|tea canister; sugar jar
1481|Unit 25|罐头|guàntou|n.|can|水果罐头；开罐头|shuǐguǒ guàntou; kāi guàntou|canned fruit; open a can
1482|Unit 25|光彩|guāngcǎi|n./adj.|brilliance; honourable; glorious|大放光彩；幸福的光彩；偷东西是很不光彩的事。|dà fàng guāngcǎi; xìngfú de guāngcǎi; tōu dōngxi shì hěn bù guāngcǎi de shì|shine brilliantly; the glow of happiness; stealing is a very dishonorable thing
1483|Unit 25|光碟|guāngdié|n.|compact disc|一张光碟；音乐光碟|yì zhāng guāngdié; yīnyuè guāngdié|a compact disc; music CD
1484|Unit 25|光顾|guānggù|v.|patronize|经常光顾；光顾这家店|jīngcháng guānggù; guānggù zhè jiā diàn|patronize often; visit this shop
1485|Unit 25|光滑|guānghuá|adj.|smooth|皮肤光滑；冰面很光滑|pífū guānghuá; bīngmiàn hěn guānghuá|smooth skin; the ice surface is very smooth
1486|Unit 25|光环|guānghuán|n.|halo|明星光环；冠军光环|míngxīng guānghuán; guànjūn guānghuán|celebrity halo; champion's aura
1487|Unit 25|光缆|guānglǎn|n.|optical cable|海底光缆；生产光缆|hǎidǐ guānglǎn; shēngchǎn guānglǎn|undersea optical cable; produce optical cable
1488|Unit 25|光芒|guāngmáng|n.|radiance|发出光芒；光芒四射|fāchū guāngmáng; guāngmáng sìshè|emit light; radiate in all directions
1489|Unit 25|光明磊落|guāngmíng-lěiluò|adj.|upright and honorable|做人光明磊落|zuò rén guāngmíng-lěiluò|be upright and honorable as a person
1490|Unit 25|光泽|guāngzé|n.|lustre; gloss|失去光泽；珍珠的光泽|shīqù guāngzé; zhēnzhū de guāngzé|lose its luster; the luster of pearls
1491|Unit 25|广义|guǎngyì|n.|broad sense|广义上；广义的概念|guǎngyì shàng; guǎngyì de gàiniàn|in a broad sense; a broad concept
1492|Unit 25|归根到底|guīgēn-dàodǐ|phrase|in the final analysis|政策制定的好坏，归根到底要看人民的满意度。|zhèngcè zhìdìng de hǎohuài, guīgēn-dàodǐ yào kàn rénmín de mǎnyìdù|Whether a policy is well made ultimately depends on the people's satisfaction
1493|Unit 25|归还|guīhuán|v.|return|归还手机；按时归还|guīhuán shǒujī; ànshí guīhuán|return a phone; return on time
1494|Unit 25|归结|guījié|v.|sum up|归结起来；归结到一点|guījié qǐlai; guījié dào yì diǎn|to sum up; boil down to one point
1495|Unit 25|归来|guīlái|v.|return|早日归来；从海外归来|zǎorì guīlái; cóng hǎiwài guīlái|return soon; return from overseas
1496|Unit 25|归纳|guīnà|v.|induce; summarize|对分析结果进行整理和归纳。|duì fēnxī jiéguǒ jìnxíng zhěnglǐ hé guīnà|organize and summarize the analysis results
1497|Unit 25|归属|guīshǔ|v.|belong to|归属未定；归属单位|guīshǔ wèidìng; guīshǔ dānwèi|ownership is undecided; affiliated unit
1498|Unit 25|归宿|guīsù|n.|destination; final settling place|人生的归宿；有好的归宿|rénshēng de guīsù; yǒu hǎo de guīsù|life's final destination; have a good final home
1499|Unit 25|龟|guī|n.|turtle|一只龟；海龟|yì zhī guī; hǎiguī|a turtle; sea turtle
1500|Unit 25|规格|guīgé|n.|specifications; requirement|符合规格；接待规格|fúhé guīgé; jiēdài guīgé|meet specifications; reception standard
